Metalines: 11
Project Name: SW110321-04B
Case Name: SW110321-04B
Slide Number: 2_10
Channel Number: 2
ARA Level: 074
Tracer: PHAL
Injection Site: None
Atlas Name: ARA
Atlas Version: 1
Overlap Format: Region
(HEMISPHERE:R:G:B), ATLAS ONLY, OVERLAP, REGION
(l:1:145:148), 41307, 0, AUDd_6b
(l:1:145:149), 230246, 0, AUDd_6a
(l:1:145:150), 252751, 0, AUDd_5
(l:1:145:151), 132084, 0, AUDd_4
(l:1:145:152), 284671, 0, AUDd_2/3
(l:1:145:153), 134474, 0, AUDd_1
(l:1:146:148), 34419, 0, AUDp_6b
(l:1:146:149), 216108, 0, AUDp_6a
(l:1:146:150), 255523, 0, AUDp_5
(l:1:146:151), 130918, 0, AUDp_4
(l:1:146:152), 266843, 0, AUDp_2/3
(l:1:146:153), 136430, 0, AUDp_1
(l:1:147:148), 33990, 0, AUDv_6b
(l:1:147:149), 212280, 0, AUDv_6a
(l:1:147:150), 264528, 0, AUDv_5
(l:1:147:151), 100623, 0, AUDv_4
(l:1:147:152), 263549, 0, AUDv_2/3
(l:1:147:153), 158344, 0, AUDv_1
(l:13:159:141), 22322, 0, ECT_6b
(l:13:159:142), 83699, 0, ECT_6a
(l:13:159:143), 162926, 0, ECT_5
(l:13:159:144), 135051, 0, ECT_2/3
(l:13:159:145), 90032, 0, ECT_1
(l:14:150:128), 29362, 15, PERI_6b
(l:14:150:129), 53960, 51, PERI_6a
(l:14:150:130), 155911, 64, PERI_5
(l:14:150:131), 139745, 0, PERI_2/3
(l:14:150:132), 79857, 0, PERI_1
(l:21:176:174), 28651, 0, TEa_6b
(l:21:176:175), 184589, 0, TEa_6a
(l:21:176:176), 258181, 0, TEa_5
(l:21:176:177), 70065, 0, TEa_4
(l:21:176:178), 171943, 0, TEa_2/3
(l:21:176:179), 154846, 0, TEa_1
(l:24:113:95), 181543, 0, SSp_tr_6b
(l:24:113:96), 377586, 0, SSp_tr_6a
(l:24:113:97), 936115, 0, SSp_tr_5
(l:24:113:98), 325851, 0, SSp_tr_4
(l:24:113:99), 908943, 0, SSp_tr_2/3
(l:24:113:100), 411206, 0, SSp_tr_1
(l:24:114:95), 87673, 0, SSp_bfd_6b
(l:24:114:96), 553687, 0, SSp_bfd_6a
(l:24:114:97), 655726, 0, SSp_bfd_5
(l:24:114:98), 346137, 0, SSp_bfd_4
(l:24:114:99), 648380, 0, SSp_bfd_2/3
(l:24:114:100), 251878, 0, SSp_bfd_1
(l:26:165:147), 20854, 608, RSPv_6b
(l:26:165:148), 34406, 1111, RSPv_6a
(l:26:165:149), 176718, 1911, RSPv_5
(l:26:165:150), 179937, 235, RSPv_2/3
(l:26:165:151), 73698, 0, RSPv_2
(l:26:165:152), 153204, 6, RSPv_1
(l:26:166:148), 37845, 958, RSPd_6b
(l:26:166:149), 77430, 1225, RSPd_6a
(l:26:166:150), 182674, 372, RSPd_5
(l:26:166:151), 144266, 0, RSPd_2/3
(l:26:166:152), 109791, 0, RSPd_1
(l:31:156:85), 22461, 88, MOs_6b
(l:31:156:86), 85242, 3282, MOs_6a
(l:31:156:88), 282544, 777, MOs_5
(l:31:156:89), 173936, 0, MOs_2/3
(l:31:156:90), 122335, 0, MOs_1
(l:31:157:85), 60220, 0, MOp_6b
(l:31:157:86), 102547, 814, MOp_6a
(l:31:157:88), 276530, 454, MOp_5
(l:31:157:89), 183948, 0, MOp_2/3
(l:31:157:90), 115646, 0, MOp_1
(l:50:184:28), 50810, 35, ENTl_6b
(l:50:184:29), 60077, 89, ENTl_6a
(l:50:184:31), 220668, 0, ENTl_4/5
(l:50:184:33), 210882, 0, ENTl_2/3
(l:50:184:38), 118859, 0, ENTl_1
(l:89:218:171), 261760, 0, PAA_3
(l:89:218:172), 193992, 0, PAA_2
(l:89:218:173), 354607, 0, PAA_1
(l:97:230:180), 232763, 0, COApl_3
(l:97:230:181), 146095, 0, COApl_2
(l:97:230:182), 105345, 0, COApl_1
(l:97:232:180), 207373, 0, COApm_3
(l:97:232:181), 128198, 0, COApm_2
(l:97:232:182), 124979, 0, COApm_1
(l:106:203:184), 994321, 0, PIR_3
(l:106:203:185), 490480, 0, PIR_2
(l:106:203:186), 796682, 0, PIR_1
(l:126:209:75), 856934, 0, DG_mo
(l:126:209:76), 368454, 0, DG_sg
(l:126:209:77), 134072, 0, DG_po
(l:126:210:75), 383124, 0, CA3_so
(l:126:210:76), 261295, 0, CA3_sp
(l:126:210:77), 67267, 0, CA3_slu
(l:126:210:78), 193994, 0, CA3_sr
(l:126:210:79), 41377, 0, CA3_slm
(l:126:211:75), 87379, 0, CA2_so
(l:126:211:76), 41433, 0, CA2_sp
(l:126:211:77), 76394, 0, CA2_sr
(l:126:211:78), 71516, 0, CA2_slm
(l:126:212:75), 568913, 0, CA1_so
(l:126:212:76), 269395, 0, CA1_sp
(l:126:212:77), 797067, 0, CA1_sr
